1624434420.2645	x	0.0000	y	0.0000	z	0.0000
1624434420.2652	x	0.0000	y	0.0000	z	0.0000
1624434420.2702	x	0.0000	y	-0.0001	z	-0.0000
1624434420.2756	x	0.0000	y	-0.0001	z	-0.0000
1624434420.2802	x	0.0000	y	-0.0002	z	-0.0000
1624434420.2859	x	0.0000	y	-0.0002	z	-0.0000
1624434420.2902	x	0.0000	y	-0.0003	z	-0.0000
1624434420.2950	x	0.0000	y	-0.0004	z	-0.0000
1624434420.3001	x	0.0000	y	-0.0004	z	-0.0001
1624434420.3051	x	0.0000	y	-0.0005	z	-0.0001
1624434420.3103	x	0.0001	y	0.0005	z	0.0004
1624434420.3151	x	0.0001	y	0.0005	z	0.0004
1624434420.3203	x	0.0002	y	0.0005	z	0.0005
1624434420.3252	x	0.0002	y	0.0005	z	0.0005
1624434420.3308	x	0.0002	y	0.0004	z	0.0005
1624434420.3351	x	0.0002	y	0.0004	z	0.0006
1624434420.3405	x	0.0008	y	0.0010	z	0.0006
1624434420.3457	x	0.0008	y	0.0010	z	0.0006
1624434420.3504	x	0.0009	y	0.0009	z	0.0006
1624434420.3559	x	0.0010	y	0.0009	z	0.0006
1624434420.3605	x	0.0010	y	0.0008	z	0.0006
1624434420.3652	x	0.0011	y	0.0008	z	0.0006
1624434420.3702	x	0.0012	y	0.0007	z	0.0006
1624434420.3756	x	0.0011	y	0.0004	z	-0.0002
1624434420.3806	x	0.0012	y	0.0003	z	-0.0003
1624434420.3856	x	0.0013	y	0.0002	z	-0.0003
1624434420.3905	x	0.0013	y	0.0001	z	-0.0004
1624434420.3953	x	0.0014	y	0.0000	z	-0.0005
1624434420.4005	x	0.0015	y	-0.0001	z	-0.0005
1624434420.4054	x	0.0011	y	-0.0003	z	-0.0003
1624434420.4103	x	0.0011	y	-0.0004	z	-0.0004
1624434420.4165	x	0.0011	y	-0.0006	z	-0.0004
1624434420.4216	x	0.0011	y	-0.0007	z	-0.0005
1624434420.4265	x	0.0012	y	-0.0009	z	-0.0005
1624434420.4312	x	0.0012	y	-0.0010	z	-0.0006
1624434420.4366	x	0.0012	y	-0.0012	z	-0.0006
1624434420.4414	x	0.0010	y	-0.0001	z	-0.0000
1624434420.4466	x	0.0010	y	-0.0002	z	-0.0000
1624434420.4514	x	0.0010	y	-0.0003	z	-0.0000
1624434420.4566	x	0.0010	y	-0.0004	z	0.0000
1624434420.4615	x	0.0010	y	-0.0005	z	0.0000
1624434420.4667	x	0.0010	y	-0.0007	z	0.0001
1624434420.4710	x	0.0011	y	-0.0008	z	0.0001
1624434420.4761	x	0.0011	y	-0.0002	z	0.0004
1624434420.4815	x	0.0012	y	-0.0003	z	0.0005
1624434420.4864	x	0.0012	y	-0.0004	z	0.0006
1624434420.4913	x	0.0012	y	-0.0005	z	0.0007
1624434420.4963	x	0.0013	y	-0.0007	z	0.0009
1624434420.5013	x	0.0013	y	-0.0008	z	0.0010
1624434420.5064	x	0.0007	y	-0.0004	z	0.0016
1624434420.5111	x	0.0006	y	-0.0005	z	0.0017
1624434420.5163	x	0.0006	y	-0.0006	z	0.0018
1624434420.5213	x	0.0006	y	-0.0007	z	0.0019
1624434420.5264	x	0.0006	y	-0.0009	z	0.0021
1624434420.5314	x	0.0005	y	-0.0010	z	0.0022
1624434420.5363	x	0.0005	y	-0.0012	z	0.0023
1624434420.5413	x	0.0005	y	-0.0006	z	0.0017
1624434420.5464	x	0.0005	y	-0.0008	z	0.0017
1624434420.5512	x	0.0005	y	-0.0009	z	0.0018
1624434420.5563	x	0.0004	y	-0.0010	z	0.0019
1624434420.5613	x	0.0004	y	-0.0012	z	0.0020
1624434420.5663	x	0.0004	y	-0.0013	z	0.0020
1624434420.5712	x	0.0004	y	-0.0015	z	0.0021
1624434420.5762	x	0.0007	y	-0.0005	z	0.0021
1624434420.5812	x	0.0007	y	-0.0006	z	0.0022
1624434420.5863	x	0.0007	y	-0.0008	z	0.0023
1624434420.5909	x	0.0007	y	-0.0009	z	0.0024
1624434420.5962	x	0.0007	y	-0.0011	z	0.0024
1624434420.6012	x	0.0007	y	-0.0012	z	0.0025
1624434420.6062	x	0.0008	y	-0.0014	z	0.0026
1624434420.6112	x	0.0013	y	-0.0005	z	0.0021
1624434420.6161	x	0.0013	y	-0.0006	z	0.0022
1624434420.6213	x	0.0014	y	-0.0007	z	0.0022
1624434420.6260	x	0.0014	y	-0.0008	z	0.0023
1624434420.6311	x	0.0014	y	-0.0009	z	0.0024
1624434420.6361	x	0.0015	y	-0.0011	z	0.0024
1624434420.6411	x	0.0014	y	-0.0004	z	0.0024
1624434420.6461	x	0.0015	y	-0.0005	z	0.0025
1624434420.6511	x	0.0015	y	-0.0006	z	0.0025
1624434420.6565	x	0.0016	y	-0.0007	z	0.0026
1624434420.6610	x	0.0016	y	-0.0008	z	0.0027
1624434420.6661	x	0.0016	y	-0.0009	z	0.0027
1624434420.6712	x	0.0017	y	-0.0011	z	0.0028
1624434420.6762	x	0.0016	y	-0.0004	z	0.0023
1624434420.6813	x	0.0016	y	-0.0005	z	0.0024
1624434420.6868	x	0.0017	y	-0.0006	z	0.0024
1624434420.6912	x	0.0017	y	-0.0007	z	0.0025
1624434420.6962	x	0.0017	y	-0.0008	z	0.0025
1624434420.7012	x	0.0018	y	-0.0010	z	0.0025
1624434420.7063	x	0.0015	y	-0.0004	z	0.0020
1624434420.7111	x	0.0015	y	-0.0005	z	0.0020
1624434420.7161	x	0.0015	y	-0.0006	z	0.0020
1624434420.7216	x	0.0015	y	-0.0008	z	0.0021
1624434420.7263	x	0.0015	y	-0.0009	z	0.0021
1624434420.7312	x	0.0016	y	-0.0010	z	0.0021
1624434420.7362	x	0.0016	y	-0.0011	z	0.0021
1624434420.7411	x	0.0010	y	-0.0007	z	0.0013
1624434420.7460	x	0.0010	y	-0.0008	z	0.0013
1624434420.7512	x	0.0010	y	-0.0009	z	0.0013
1624434420.7564	x	0.0010	y	-0.0010	z	0.0013
1624434420.7612	x	0.0010	y	-0.0012	z	0.0013
1624434420.7662	x	0.0010	y	-0.0013	z	0.0013
1624434420.7712	x	0.0010	y	-0.0014	z	0.0013
1624434420.7765	x	0.0006	y	-0.0003	z	0.0010
1624434420.7807	x	0.0006	y	-0.0004	z	0.0010
1624434420.7866	x	0.0006	y	-0.0005	z	0.0010
1624434420.7954	x	0.0005	y	-0.0006	z	0.0010
1624434420.7959	x	0.0005	y	-0.0007	z	0.0010
1624434420.8008	x	0.0005	y	-0.0008	z	0.0010
1624434420.8058	x	0.0011	y	-0.0001	z	0.0019
1624434420.8107	x	0.0011	y	-0.0002	z	0.0019
1624434420.8157	x	0.0011	y	-0.0003	z	0.0020
1624434420.8215	x	0.0011	y	-0.0004	z	0.0020
1624434420.8258	x	0.0011	y	-0.0005	z	0.0020
1624434420.8309	x	0.0011	y	-0.0006	z	0.0021
1624434420.8359	x	0.0011	y	-0.0007	z	0.0021
1624434420.8409	x	0.0008	y	-0.0004	z	0.0011
1624434420.8461	x	0.0007	y	-0.0005	z	0.0011
1624434420.8509	x	0.0007	y	-0.0006	z	0.0010
1624434420.8562	x	0.0007	y	-0.0008	z	0.0010
1624434420.8607	x	0.0007	y	-0.0009	z	0.0010
1624434420.8658	x	0.0007	y	-0.0010	z	0.0009
1624434420.8709	x	0.0005	y	-0.0005	z	0.0004
1624434420.8761	x	0.0005	y	-0.0006	z	0.0004
1624434420.8818	x	0.0005	y	-0.0007	z	0.0004
1624434420.8874	x	0.0005	y	-0.0009	z	0.0004
1624434420.8909	x	0.0004	y	-0.0010	z	0.0003
1624434420.8953	x	0.0004	y	-0.0011	z	0.0003
1624434420.9004	x	0.0004	y	-0.0013	z	0.0003
1624434420.9054	x	0.0001	y	-0.0003	z	0.0004
1624434420.9104	x	0.0001	y	-0.0004	z	0.0003
1624434420.9153	x	0.0000	y	-0.0005	z	0.0003
1624434420.9205	x	-0.0000	y	-0.0006	z	0.0003
1624434420.9258	x	-0.0001	y	-0.0007	z	0.0003
1624434420.9303	x	-0.0001	y	-0.0008	z	0.0002
1624434420.9354	x	0.0002	y	-0.0004	z	0.0005
1624434420.9404	x	0.0002	y	-0.0005	z	0.0005
1624434420.9454	x	0.0002	y	-0.0006	z	0.0004
1624434420.9504	x	0.0002	y	-0.0007	z	0.0004
1624434420.9554	x	0.0002	y	-0.0008	z	0.0004
1624434420.9604	x	0.0002	y	-0.0010	z	0.0003
1624434420.9654	x	0.0001	y	-0.0011	z	0.0003
1624434420.9706	x	0.0007	y	-0.0008	z	0.0010
1624434420.9755	x	0.0007	y	-0.0009	z	0.0010
1624434420.9803	x	0.0007	y	-0.0010	z	0.0010
1624434420.9855	x	0.0007	y	-0.0012	z	0.0011
1624434420.9903	x	0.0007	y	-0.0013	z	0.0011
1624434420.9959	x	0.0007	y	-0.0015	z	0.0012
1624434421.0009	x	0.0008	y	-0.0016	z	0.0012
1624434421.0056	x	0.0010	y	-0.0009	z	0.0012
1624434421.0107	x	0.0010	y	-0.0011	z	0.0012
1624434421.0160	x	0.0011	y	-0.0012	z	0.0013
1624434421.0213	x	0.0011	y	-0.0013	z	0.0013
1624434421.0257	x	0.0011	y	-0.0015	z	0.0014
1624434421.0306	x	0.0012	y	-0.0016	z	0.0014
1624434421.0354	x	0.0012	y	-0.0018	z	0.0015
1624434421.0403	x	0.0008	y	-0.0008	z	0.0011
1624434421.0456	x	0.0008	y	-0.0009	z	0.0011
1624434421.0506	x	0.0008	y	-0.0010	z	0.0011
1624434421.0556	x	0.0008	y	-0.0011	z	0.0011
1624434421.0604	x	0.0008	y	-0.0012	z	0.0012
1624434421.0654	x	0.0009	y	-0.0014	z	0.0012
1624434421.0710	x	0.0007	y	-0.0006	z	0.0010
1624434421.0754	x	0.0008	y	-0.0007	z	0.0011
1624434421.0808	x	0.0008	y	-0.0008	z	0.0011
1624434421.0860	x	0.0008	y	-0.0009	z	0.0011
1624434421.0906	x	0.0008	y	-0.0010	z	0.0012
1624434421.0967	x	0.0008	y	-0.0011	z	0.0012
1624434421.1003	x	0.0008	y	-0.0012	z	0.0013
1624434421.1053	x	0.0006	y	-0.0007	z	0.0008
1624434421.1105	x	0.0006	y	-0.0008	z	0.0008
1624434421.1154	x	0.0006	y	-0.0009	z	0.0008
1624434421.1207	x	0.0006	y	-0.0010	z	0.0009
1624434421.1253	x	0.0006	y	-0.0011	z	0.0009
1624434421.1305	x	0.0006	y	-0.0013	z	0.0009
1624434421.1353	x	0.0004	y	-0.0008	z	0.0005
1624434421.1403	x	0.0004	y	-0.0009	z	0.0005
1624434421.1454	x	0.0004	y	-0.0010	z	0.0005
1624434421.1503	x	0.0004	y	-0.0012	z	0.0005
1624434421.1555	x	0.0004	y	-0.0013	z	0.0005
1624434421.1604	x	0.0004	y	-0.0014	z	0.0005
1624434421.1657	x	0.0004	y	-0.0016	z	0.0005
1624434421.1706	x	0.0006	y	-0.0008	z	0.0004
1624434421.1755	x	0.0006	y	-0.0009	z	0.0004
1624434421.1805	x	0.0006	y	-0.0010	z	0.0005
1624434421.1855	x	0.0006	y	-0.0011	z	0.0005
1624434421.1905	x	0.0006	y	-0.0012	z	0.0005
1624434421.1954	x	0.0006	y	-0.0013	z	0.0005
1624434421.2003	x	0.0006	y	-0.0014	z	0.0005
1624434421.2055	x	0.0004	y	-0.0008	z	0.0003
1624434421.2105	x	0.0004	y	-0.0009	z	0.0003
1624434421.2154	x	0.0004	y	-0.0010	z	0.0003
1624434421.2206	x	0.0004	y	-0.0011	z	0.0003
1624434421.2253	x	0.0004	y	-0.0013	z	0.0003
1624434421.2303	x	0.0005	y	-0.0014	z	0.0003
1624434421.2353	x	0.0003	y	-0.0006	z	0.0003
1624434421.2407	x	0.0003	y	-0.0007	z	0.0004
1624434421.2456	x	0.0003	y	-0.0008	z	0.0004
1624434421.2507	x	0.0003	y	-0.0009	z	0.0004
1624434421.2559	x	0.0003	y	-0.0010	z	0.0004
1624434421.2606	x	0.0003	y	-0.0011	z	0.0004
1624434421.2658	x	0.0003	y	-0.0012	z	0.0005
1624434421.2709	x	0.0003	y	-0.0009	z	0.0002
1624434421.2757	x	0.0003	y	-0.0010	z	0.0002
1624434421.2809	x	0.0003	y	-0.0011	z	0.0003
1624434421.2859	x	0.0003	y	-0.0012	z	0.0003
1624434421.2903	x	0.0003	y	-0.0014	z	0.0003
1624434421.2952	x	0.0003	y	-0.0015	z	0.0003
1624434421.3007	x	0.0003	y	-0.0016	z	0.0003
1624434421.3054	x	0.0004	y	-0.0010	z	0.0002
1624434421.3104	x	0.0004	y	-0.0011	z	0.0002
1624434421.3158	x	0.0004	y	-0.0012	z	0.0002
1624434421.3209	x	0.0004	y	-0.0013	z	0.0002
1624434421.3257	x	0.0004	y	-0.0014	z	0.0001
1624434421.3306	x	0.0004	y	-0.0015	z	0.0001
1624434421.3353	x	0.0002	y	-0.0008	z	0.0002
1624434421.3405	x	0.0002	y	-0.0008	z	0.0001
1624434421.3460	x	0.0002	y	-0.0009	z	0.0001
1624434421.3508	x	0.0002	y	-0.0010	z	0.0001
1624434421.3559	x	0.0002	y	-0.0011	z	0.0002
1624434421.3609	x	0.0002	y	-0.0013	z	0.0002
1624434421.3658	x	0.0002	y	-0.0014	z	0.0002
1624434421.3708	x	0.0004	y	-0.0007	z	0.0005
1624434421.3759	x	0.0004	y	-0.0008	z	0.0005
1624434421.3810	x	0.0004	y	-0.0009	z	0.0005
1624434421.3866	x	0.0004	y	-0.0010	z	0.0005
1624434421.3912	x	0.0004	y	-0.0011	z	0.0006
1624434421.3962	x	0.0004	y	-0.0012	z	0.0006
1624434421.4012	x	0.0004	y	-0.0013	z	0.0006
1624434421.4070	x	0.0005	y	-0.0009	z	0.0006
1624434421.4114	x	0.0005	y	-0.0010	z	0.0006
1624434421.4163	x	0.0005	y	-0.0011	z	0.0006
1624434421.4220	x	0.0005	y	-0.0012	z	0.0006
1624434421.4264	x	0.0005	y	-0.0014	z	0.0007
1624434421.4315	x	0.0005	y	-0.0015	z	0.0007
1624434421.4368	x	0.0005	y	-0.0016	z	0.0007
1624434421.4418	x	0.0000	y	-0.0010	z	-0.0001
1624434421.4466	x	-0.0000	y	-0.0011	z	-0.0001
1624434421.4514	x	-0.0000	y	-0.0013	z	-0.0001
1624434421.4566	x	-0.0000	y	-0.0014	z	-0.0001
1624434421.4615	x	-0.0001	y	-0.0015	z	-0.0001
1624434421.4664	x	-0.0001	y	-0.0016	z	-0.0001
1624434421.4715	x	0.0003	y	-0.0008	z	0.0004
1624434421.4764	x	0.0003	y	-0.0009	z	0.0004
1624434421.4818	x	0.0003	y	-0.0010	z	0.0004
1624434421.4866	x	0.0003	y	-0.0011	z	0.0004
1624434421.4916	x	0.0003	y	-0.0012	z	0.0005
1624434421.4963	x	0.0004	y	-0.0013	z	0.0005
1624434421.5015	x	0.0004	y	-0.0014	z	0.0005
1624434421.5065	x	0.0005	y	-0.0009	z	0.0007
1624434421.5115	x	0.0005	y	-0.0010	z	0.0007
1624434421.5164	x	0.0005	y	-0.0010	z	0.0007
1624434421.5219	x	0.0006	y	-0.0011	z	0.0007
1624434421.5270	x	0.0006	y	-0.0012	z	0.0008
1624434421.5314	x	0.0006	y	-0.0014	z	0.0008
1624434421.5364	x	0.0005	y	-0.0008	z	0.0006
1624434421.5415	x	0.0005	y	-0.0009	z	0.0006
1624434421.5464	x	0.0005	y	-0.0010	z	0.0007
1624434421.5515	x	0.0006	y	-0.0011	z	0.0007
1624434421.5566	x	0.0006	y	-0.0012	z	0.0007
1624434421.5618	x	0.0006	y	-0.0013	z	0.0008
1624434421.5668	x	0.0006	y	-0.0014	z	0.0008
1624434421.5718	x	0.0006	y	-0.0009	z	0.0006
1624434421.5767	x	0.0006	y	-0.0010	z	0.0007
1624434421.5818	x	0.0006	y	-0.0011	z	0.0007
